"cust","prod","day","month","year","state","quant","date","credit"
"Helen","Butter",5,6,2017,"NJ",992,"2017-06-05",False
"Chae","Ice",13,1,2018,"NY",679,"2018-01-13",True
"Claire","Butter",15,1,2017,"NJ",475,"2017-01-15",False
"Helen","Cherry",7,12,2017,"NY",571,"2017-12-07",True
"Claire","Ham",14,12,2019,"CT",427,"2019-12-14",False
"Mia","Eggs",8,4,2019,"NJ",598,"2019-04-08",False
"Wally","Eggs",14,5,2016,"NY",746,"2016-05-14",True
"Helen","Ice",6,5,2017,"NY",979,"2017-05-06",False
"Helen","Grapes",27,1,2020,"NJ",524,"2020-01-27",True
"Dan","Ham",18,8,2017,"NY",457,"2017-08-18",False
"Wally","Dates",21,12,2020,"NY",116,"2020-12-21",True
"Claire","Butter",26,8,2019,"PA",179,"2019-08-26",True
"Wally","Ice",12,11,2016,"CT",161,"2016-11-12",True
"Claire","Ice",17,6,2019,"CT",674,"2019-06-17",True
"Helen","Cherry",26,3,2020,"PA",954,"2020-03-26",True
"Emily","Apple",6,3,2019,"CT",393,"2019-03-06",False
"Chae","Dates",16,11,2019,"PA",514,"2019-11-16",True
"Helen","Grapes",4,11,2016,"CT",849,"2016-11-04",True
"Emily","Dates",20,1,2018,"PA",526,"2018-01-20",False
"Wally","Jelly",20,11,2017,"PA",371,"2017-11-20",False
"Chae","Ham",30,11,2016,"NY",187,"2016-11-30",True
"Wally","Apple",13,8,2019,"NJ",639,"2019-08-13",False
"Claire","Apple",19,6,2019,"PA",845,"2019-06-19",True
"Sam","Ham",21,9,2019,"NJ",710,"2019-09-21",True
"Emily","Eggs",22,9,2020,"NJ",15,"2020-09-22",True
"Chae","Ice",27,11,2017,"NY",541,"2017-11-27",False
"Mia","Butter",5,5,2019,"PA",542,"2019-05-05",False
"Dan","Ham",24,8,2017,"CT",194,"2017-08-24",True
"Claire","Eggs",8,1,2020,"NY",595,"2020-01-08",True
"Helen","Ice",14,12,2017,"CT",60,"2017-12-14",False
"Boo","Apple",23,3,2020,"NJ",557,"2020-03-23",False
"Claire","Jelly",14,7,2016,"PA",42,"2016-07-14",False
"Wally","Eggs",23,11,2017,"NJ",843,"2017-11-23",False
"Emily","Jelly",28,6,2019,"NJ",50,"2019-06-28",True
"Wally","Cherry",21,10,2018,"CT",46,"2018-10-21",False
"Dan","Ice",21,9,2018,"PA",757,"2018-09-21",True
"Sam","Eggs",10,12,2020,"NJ",447,"2020-12-10",False
"Claire","Eggs",14,9,2020,"NY",17,"2020-09-14",True
"Emily","Fish",6,9,2020,"CT",193,"2020-09-06",False
"Helen","Ice",4,5,2020,"PA",680,"2020-05-04",False
"Emily","Ice",13,1,2020,"CT",468,"2020-01-13",False
"Dan","Fish",20,4,2019,"NJ",426,"2019-04-20",True
"Boo","Apple",29,6,2016,"PA",524,"2016-06-29",False
"Boo","Apple",26,6,2016,"CT",130,"2016-06-26",True
"Chae","Apple",24,3,2018,"NJ",921,"2018-03-24",False
"Claire","Jelly",18,4,2016,"NY",797,"2016-04-18",False
"Dan","Eggs",30,8,2020,"CT",619,"2020-08-30",False
"Boo","Jelly",8,11,2018,"NJ",788,"2018-11-08",True
"Chae","Dates",22,4,2016,"CT",586,"2016-04-22",False
"Boo","Ice",9,3,2020,"NY",702,"2020-03-09",True
"Boo","Butter",13,4,2017,"CT",672,"2017-04-13",False
"Chae","Cherry",19,3,2018,"CT",583,"2018-03-19",False
"Mia","Cherry",12,12,2018,"PA",895,"2018-12-12",False
"Mia","Jelly",28,10,2017,"PA",92,"2017-10-28",False
"Chae","Ham",7,9,2019,"NY",673,"2019-09-07",False
"Emily","Ice",30,6,2016,"NJ",555,"2016-06-30",True
"Boo","Cherry",26,7,2019,"NJ",72,"2019-07-26",True
"Claire","Cherry",3,5,2017,"CT",407,"2017-05-03",False
"Boo","Apple",1,6,2018,"NJ",99,"2018-06-01",False
"Claire","Ham",6,9,2018,"NJ",512,"2018-09-06",True
"Mia","Fish",16,8,2018,"NY",534,"2018-08-16",False
"Mia","Grapes",29,12,2016,"PA",641,"2016-12-29",True
"Claire","Ham",16,9,2016,"PA",104,"2016-09-16",True
"Claire","Cherry",16,9,2017,"CT",574,"2017-09-16",False
"Emily","Ice",29,4,2016,"PA",422,"2016-04-29",True
"Emily","Grapes",30,8,2018,"NJ",742,"2018-08-30",True
"Mia","Butter",10,8,2017,"PA",55,"2017-08-10",False
"Chae","Eggs",29,11,2016,"NY",923,"2016-11-29",False
"Mia","Fish",2,2,2017,"NY",832,"2017-02-02",True
"Emily","Jelly",2,1,2019,"PA",251,"2019-01-02",False
"Dan","Cherry",10,3,2019,"NY",345,"2019-03-10",False
"Claire","Jelly",18,6,2016,"PA",862,"2016-06-18",False
"Sam","Eggs",30,12,2016,"NJ",801,"2016-12-30",False
"Wally","Apple",17,5,2017,"CT",442,"2017-05-17",False
"Chae","Ham",2,9,2020,"CT",804,"2020-09-02",True
"Mia","Apple",1,12,2018,"PA",26,"2018-12-01",False
"Sam","Ham",23,9,2017,"PA",218,"2017-09-23",False
"Claire","Grapes",10,6,2017,"NY",44,"2017-06-10",True
"Helen","Dates",26,6,2018,"PA",771,"2018-06-26",True
"Chae","Grapes",3,9,2017,"CT",239,"2017-09-03",False
"Wally","Grapes",22,6,2018,"NJ",359,"2018-06-22",True
"Claire","Jelly",20,1,2019,"NY",914,"2019-01-20",True
"Boo","Ice",20,5,2017,"PA",792,"2017-05-20",False
"Sam","Cherry",1,6,2020,"PA",315,"2020-06-01",True
"Helen","Cherry",16,12,2020,"CT",44,"2020-12-16",False
"Emily","Dates",9,5,2019,"PA",39,"2019-05-09",True
"Boo","Dates",20,3,2019,"NY",138,"2019-03-20",True
"Sam","Butter",12,2,2017,"CT",220,"2017-02-12",True
"Mia","Jelly",13,6,2017,"NY",948,"2017-06-13",True
"Helen","Jelly",7,4,2017,"PA",486,"2017-04-07",False
"Chae","Fish",11,4,2018,"PA",519,"2018-04-11",True
"Dan","Ice",21,9,2016,"NJ",215,"2016-09-21",True
"Claire","Grapes",8,2,2019,"NJ",296,"2019-02-08",True
"Mia","Apple",10,4,2016,"NJ",572,"2016-04-10",False
"Emily","Apple",7,6,2018,"NJ",734,"2018-06-07",False
"Chae","Fish",20,1,2017,"NY",82,"2017-01-20",False
"Wally","Grapes",1,9,2017,"NJ",565,"2017-09-01",True
"Boo","Cherry",12,6,2016,"PA",942,"2016-06-12",True
"Emily","Ham",16,10,2020,"NJ",256,"2020-10-16",False
"Mia","Eggs",4,4,2016,"NJ",177,"2016-04-04",False
"Wally","Apple",12,12,2017,"NY",912,"2017-12-12",False
"Sam","Fish",14,1,2018,"NY",356,"2018-01-14",False
"Chae","Eggs",20,3,2018,"NY",432,"2018-03-20",False
"Mia","Jelly",22,10,2016,"NJ",26,"2016-10-22",True
"Chae","Dates",7,6,2018,"CT",675,"2018-06-07",False
"Mia","Cherry",22,12,2019,"NJ",992,"2019-12-22",False
"Wally","Eggs",12,2,2017,"NY",411,"2017-02-12",True
"Claire","Jelly",30,5,2018,"PA",409,"2018-05-30",True
"Mia","Cherry",10,9,2020,"CT",742,"2020-09-10",False
"Helen","Cherry",3,1,2018,"PA",213,"2018-01-03",False
"Helen","Ice",5,10,2017,"NY",838,"2017-10-05",False
"Claire","Cherry",29,4,2016,"NY",469,"2016-04-29",True
"Wally","Dates",18,3,2016,"CT",143,"2016-03-18",False
"Dan","Fish",12,12,2016,"NY",205,"2016-12-12",True
"Mia","Butter",29,12,2018,"NJ",390,"2018-12-29",False
"Dan","Butter",8,5,2016,"NY",603,"2016-05-08",False
"Helen","Cherry",30,9,2018,"PA",533,"2018-09-30",False
"Emily","Eggs",2,11,2018,"CT",579,"2018-11-02",False
"Helen","Cherry",30,9,2016,"PA",444,"2016-09-30",False
"Boo","Butter",2,2,2017,"NY",748,"2017-02-02",False
"Sam","Grapes",18,9,2018,"PA",114,"2018-09-18",False
"Wally","Dates",7,6,2017,"NY",314,"2017-06-07",False
"Chae","Cherry",6,7,2017,"CT",933,"2017-07-06",True
"Dan","Butter",4,4,2020,"NJ",727,"2020-04-04",True
"Dan","Dates",25,4,2018,"PA",146,"2018-04-25",True
"Chae","Apple",1,1,2019,"PA",241,"2019-01-01",True
"Claire","Cherry",21,11,2018,"NY",520,"2018-11-21",True
"Dan","Grapes",21,5,2017,"PA",401,"2017-05-21",False
"Boo","Fish",24,1,2019,"NJ",832,"2019-01-24",True
"Wally","Fish",7,3,2019,"NJ",330,"2019-03-07",True
"Boo","Apple",15,9,2019,"PA",35,"2019-09-15",False
"Sam","Dates",22,7,2017,"PA",977,"2017-07-22",False
"Boo","Grapes",3,12,2018,"PA",600,"2018-12-03",False
"Helen","Dates",26,10,2016,"CT",949,"2016-10-26",True
"Mia","Jelly",3,9,2018,"NJ",978,"2018-09-03",False
"Boo","Fish",20,7,2019,"NJ",249,"2019-07-20",False
"Claire","Jelly",5,2,2016,"NY",151,"2016-02-05",True
"Mia","Ham",23,5,2019,"CT",176,"2019-05-23",False
"Dan","Dates",26,3,2020,"NY",28,"2020-03-26",True
"Boo","Apple",10,10,2019,"NY",88,"2019-10-10",True
"Boo","Eggs",13,2,2016,"PA",958,"2016-02-13",True
"Wally","Butter",9,2,2017,"PA",98,"2017-02-09",False
"Wally","Fish",8,7,2020,"PA",840,"2020-07-08",False
"Emily","Ham",15,6,2016,"PA",700,"2016-06-15",False
"Claire","Fish",10,3,2018,"CT",160,"2018-03-10",False
"Boo","Eggs",30,3,2016,"NY",767,"2016-03-30",True
"Emily","Dates",4,1,2016,"NY",885,"2016-01-04",True
"Boo","Dates",18,5,2017,"NJ",966,"2017-05-18",True
"Claire","Grapes",20,4,2020,"NJ",976,"2020-04-20",False
"Dan","Grapes",22,2,2020,"PA",452,"2020-02-22",True
"Dan","Dates",14,1,2016,"PA",544,"2016-01-14",False
"Chae","Ham",30,7,2016,"CT",76,"2016-07-30",False
"Sam","Grapes",25,4,2020,"PA",170,"2020-04-25",False
"Mia","Jelly",4,7,2019,"NY",938,"2019-07-04",False
"Boo","Jelly",28,3,2019,"NJ",495,"2019-03-28",False
"Helen","Fish",18,4,2018,"PA",429,"2018-04-18",True
"Wally","Cherry",3,10,2017,"CT",777,"2017-10-03",True
"Sam","Eggs",12,3,2017,"PA",671,"2017-03-12",True
"Helen","Fish",11,3,2016,"PA",423,"2016-03-11",True
"Dan","Fish",1,12,2019,"NY",463,"2019-12-01",True
"Sam","Ice",23,7,2017,"NJ",683,"2017-07-23",True
"Chae","Apple",21,7,2020,"PA",716,"2020-07-21",True
"Mia","Fish",31,10,2016,"NY",242,"2016-10-31",False
"Mia","Apple",10,5,2018,"CT",624,"2018-05-10",True
"Sam","Apple",6,12,2020,"NJ",141,"2020-12-06",False
"Mia","Ham",6,7,2019,"CT",545,"2019-07-06",False
"Boo","Ham",17,9,2019,"NY",417,"2019-09-17",True
"Wally","Ice",28,2,2020,"NJ",620,"2020-02-28",False
"Sam","Eggs",30,1,2016,"NY",371,"2016-01-30",False
"Boo","Grapes",25,4,2019,"NY",117,"2019-04-25",False
"Mia","Eggs",29,6,2018,"PA",149,"2018-06-29",False
"Boo","Eggs",7,3,2020,"NJ",198,"2020-03-07",False
"Boo","Jelly",28,4,2020,"CT",49,"2020-04-28",True
"Claire","Eggs",22,2,2020,"CT",593,"2020-02-22",False
"Claire","Dates",5,9,2020,"PA",940,"2020-09-05",False
"Mia","Cherry",27,2,2020,"PA",703,"2020-02-27",True
"Boo","Grapes",1,1,2019,"CT",608,"2019-01-01",True
"Emily","Fish",2,2,2016,"CT",328,"2016-02-02",True
"Emily","Eggs",4,11,2019,"PA",367,"2019-11-04",True
"Sam","Grapes",21,5,2019,"NY",257,"2019-05-21",True
"Sam","Ice",31,8,2016,"CT",700,"2016-08-31",True
"Wally","Grapes",6,1,2017,"CT",654,"2017-01-06",False
"Wally","Eggs",28,4,2018,"NY",916,"2018-04-28",False
"Wally","Grapes",21,1,2019,"NJ",351,"2019-01-21",False
"Dan","Ham",29,7,2020,"NJ",843,"2020-07-29",False
"Dan","Butter",11,4,2016,"CT",854,"2016-04-11",True
"Wally","Grapes",18,10,2018,"PA",382,"2018-10-18",True
"Chae","Ice",10,8,2020,"CT",691,"2020-08-10",False
"Helen","Dates",4,12,2016,"NJ",387,"2016-12-04",True
"Dan","Grapes",25,10,2016,"CT",631,"2016-10-25",True
"Mia","Cherry",6,9,2016,"CT",905,"2016-09-06",True
"Wally","Fish",22,6,2016,"NY",178,"2016-06-22",True
"Wally","Eggs",5,3,2018,"NJ",272,"2018-03-05",True
"Mia","Eggs",1,8,2020,"NJ",490,"2020-08-01",False
"Wally","Fish",7,7,2020,"NJ",191,"2020-07-07",True
"Mia","Dates",20,4,2018,"PA",641,"2018-04-20",False
"Claire","Dates",10,8,2016,"PA",244,"2016-08-10",False
"Emily","Dates",8,10,2019,"CT",369,"2019-10-08",True
"Mia","Ham",9,4,2018,"PA",647,"2018-04-09",True
"Sam","Jelly",13,5,2019,"PA",679,"2019-05-13",False
"Boo","Grapes",25,3,2019,"CT",953,"2019-03-25",False
"Sam","Fish",23,2,2017,"PA",508,"2017-02-23",True
"Claire","Ice",29,1,2020,"CT",224,"2020-01-29",True
"Helen","Cherry",6,4,2018,"PA",122,"2018-04-06",False
"Helen","Apple",7,10,2019,"CT",71,"2019-10-07",False
"Sam","Butter",16,5,2016,"NJ",539,"2016-05-16",True
"Claire","Grapes",3,1,2020,"PA",996,"2020-01-03",False
"Boo","Dates",31,3,2018,"PA",156,"2018-03-31",False
"Sam","Cherry",24,4,2020,"NY",732,"2020-04-24",False
"Chae","Fish",12,1,2020,"CT",955,"2020-01-12",True
"Claire","Ice",21,8,2017,"NJ",978,"2017-08-21",True
"Sam","Fish",29,6,2016,"NJ",659,"2016-06-29",True
"Sam","Dates",13,1,2018,"NY",784,"2018-01-13",True
"Dan","Cherry",29,12,2019,"CT",300,"2019-12-29",False
"Boo","Butter",24,2,2016,"NJ",600,"2016-02-24",True
"Wally","Ham",24,5,2019,"CT",659,"2019-05-24",False
"Boo","Butter",5,4,2018,"PA",536,"2018-04-05",False
"Mia","Jelly",7,6,2018,"NY",483,"2018-06-07",True
"Wally","Eggs",29,7,2018,"PA",223,"2018-07-29",True
"Wally","Apple",10,9,2020,"CT",757,"2020-09-10",True
"Wally","Apple",24,5,2016,"CT",383,"2016-05-24",True
"Claire","Butter",10,10,2020,"NY",332,"2020-10-10",False
"Dan","Cherry",14,6,2018,"NY",790,"2018-06-14",False
"Helen","Ham",8,6,2016,"NY",105,"2016-06-08",False
"Dan","Fish",20,9,2017,"PA",259,"2017-09-20",True
"Boo","Eggs",13,4,2018,"CT",729,"2018-04-13",False
"Mia","Dates",10,8,2020,"CT",960,"2020-08-10",False
"Mia","Grapes",6,5,2019,"CT",535,"2019-05-06",True
"Boo","Jelly",19,9,2019,"PA",606,"2019-09-19",True
"Claire","Butter",19,1,2018,"NY",190,"2018-01-19",False
"Helen","Grapes",11,7,2018,"NY",746,"2018-07-11",False
"Sam","Cherry",17,2,2016,"PA",36,"2016-02-17",True
"Chae","Ice",11,8,2018,"CT",98,"2018-08-11",False
"Claire","Eggs",19,1,2020,"CT",995,"2020-01-19",False
"Wally","Fish",26,4,2016,"PA",529,"2016-04-26",False
"Emily","Eggs",25,8,2018,"CT",765,"2018-08-25",True
"Dan","Cherry",19,9,2019,"NJ",98,"2019-09-19",True
"Claire","Ham",25,5,2018,"PA",42,"2018-05-25",True
"Emily","Grapes",25,8,2018,"CT",160,"2018-08-25",True
"Helen","Grapes",16,5,2016,"NY",660,"2016-05-16",True
"Emily","Ice",3,1,2020,"PA",887,"2020-01-03",False
"Claire","Grapes",20,10,2017,"NY",348,"2017-10-20",False
"Dan","Eggs",4,1,2020,"CT",675,"2020-01-04",True
"Sam","Eggs",12,6,2016,"NY",575,"2016-06-12",True
"Chae","Ice",31,10,2017,"NY",633,"2017-10-31",True
"Emily","Fish",27,7,2020,"NJ",504,"2020-07-27",False
"Dan","Butter",31,10,2017,"CT",309,"2017-10-31",True
"Boo","Dates",5,1,2019,"NY",18,"2019-01-05",True
"Wally","Fish",15,3,2020,"CT",488,"2020-03-15",False
"Helen","Ice",6,5,2017,"NY",939,"2017-05-06",True
"Emily","Dates",25,4,2017,"PA",333,"2017-04-25",True
"Dan","Jelly",6,12,2016,"NY",804,"2016-12-06",True
"Claire","Eggs",7,11,2016,"CT",592,"2016-11-07",False
"Claire","Jelly",14,10,2020,"PA",633,"2020-10-14",True
"Dan","Apple",11,9,2016,"PA",538,"2016-09-11",False
"Sam","Ice",21,11,2017,"PA",738,"2017-11-21",True
"Emily","Ham",1,11,2020,"CT",443,"2020-11-01",True
"Boo","Grapes",16,10,2016,"NY",259,"2016-10-16",False
"Mia","Fish",24,10,2018,"NY",199,"2018-10-24",True
"Dan","Fish",31,12,2016,"CT",967,"2016-12-31",True
"Claire","Grapes",28,8,2018,"PA",804,"2018-08-28",False
"Helen","Jelly",3,8,2020,"CT",214,"2020-08-03",True
"Sam","Cherry",31,12,2017,"CT",97,"2017-12-31",False
"Emily","Ham",14,4,2016,"NY",978,"2016-04-14",True
"Mia","Ham",27,1,2020,"NJ",16,"2020-01-27",False
"Dan","Dates",1,4,2020,"PA",563,"2020-04-01",False
"Boo","Fish",2,11,2017,"NJ",440,"2017-11-02",True
"Sam","Apple",18,11,2019,"NJ",922,"2019-11-18",False
"Dan","Grapes",13,7,2017,"NJ",340,"2017-07-13",True
"Helen","Ham",8,6,2020,"NJ",489,"2020-06-08",True
"Claire","Fish",21,9,2020,"NJ",810,"2020-09-21",True
"Sam","Cherry",27,4,2019,"PA",25,"2019-04-27",False
"Helen","Apple",15,8,2017,"NY",974,"2017-08-15",False
"Emily","Apple",8,3,2017,"NY",710,"2017-03-08",False
"Dan","Ice",1,2,2020,"PA",682,"2020-02-01",False
"Sam","Grapes",9,7,2016,"CT",139,"2016-07-09",False
"Emily","Cherry",16,2,2018,"CT",412,"2018-02-16",False
"Sam","Apple",24,8,2019,"PA",799,"2019-08-24",False
"Claire","Ham",2,1,2017,"CT",978,"2017-01-02",True
"Sam","Dates",28,9,2018,"NY",272,"2018-09-28",False
"Claire","Butter",6,12,2017,"NJ",363,"2017-12-06",False
"Wally","Jelly",16,5,2018,"CT",1,"2018-05-16",True
"Helen","Eggs",29,8,2020,"PA",637,"2020-08-29",False
"Emily","Grapes",1,5,2016,"NJ",894,"2016-05-01",False
"Chae","Grapes",1,9,2020,"PA",700,"2020-09-01",True
"Emily","Jelly",31,3,2016,"CT",339,"2016-03-31",False
"Chae","Butter",21,3,2019,"NJ",519,"2019-03-21",True
"Chae","Apple",18,6,2020,"CT",431,"2020-06-18",False
"Mia","Butter",8,1,2020,"NY",790,"2020-01-08",True
"Claire","Grapes",7,11,2017,"PA",413,"2017-11-07",False
"Claire","Eggs",9,6,2017,"PA",980,"2017-06-09",False
"Emily","Eggs",7,1,2018,"NY",116,"2018-01-07",True
"Sam","Jelly",4,8,2016,"NY",986,"2016-08-04",True
"Chae","Fish",11,3,2016,"NY",448,"2016-03-11",True
"Claire","Cherry",24,1,2019,"CT",877,"2019-01-24",False
"Boo","Eggs",8,9,2018,"CT",350,"2018-09-08",False
"Mia","Eggs",26,2,2019,"PA",822,"2019-02-26",True
"Wally","Apple",16,8,2019,"CT",319,"2019-08-16",True
"Emily","Jelly",9,8,2019,"CT",747,"2019-08-09",True
"Wally","Fish",5,3,2020,"CT",518,"2020-03-05",True
"Wally","Jelly",26,10,2019,"PA",165,"2019-10-26",True
"Mia","Jelly",12,3,2019,"NJ",850,"2019-03-12",True
"Dan","Grapes",6,9,2017,"CT",24,"2017-09-06",True
"Chae","Jelly",29,7,2019,"NY",463,"2019-07-29",True
"Wally","Dates",6,10,2017,"PA",757,"2017-10-06",True
"Mia","Cherry",18,10,2017,"CT",449,"2017-10-18",True
"Sam","Cherry",26,10,2018,"NJ",248,"2018-10-26",False
"Mia","Apple",5,6,2020,"NJ",846,"2020-06-05",True
"Mia","Butter",3,11,2018,"NY",650,"2018-11-03",False
"Sam","Jelly",4,7,2017,"CT",287,"2017-07-04",False
"Helen","Ice",12,11,2019,"PA",109,"2019-11-12",False
"Mia","Apple",24,11,2017,"NY",383,"2017-11-24",False
"Emily","Grapes",6,2,2019,"NJ",928,"2019-02-06",True
"Chae","Fish",10,9,2017,"PA",109,"2017-09-10",False
"Sam","Jelly",18,7,2017,"NY",966,"2017-07-18",True
"Boo","Grapes",26,4,2016,"NY",145,"2016-04-26",False
"Wally","Butter",9,2,2020,"NJ",576,"2020-02-09",False
"Mia","Grapes",23,8,2019,"NJ",792,"2019-08-23",False
"Boo","Butter",23,11,2017,"NY",416,"2017-11-23",True
"Claire","Butter",26,5,2020,"PA",116,"2020-05-26",True
"Dan","Fish",10,5,2019,"NJ",229,"2019-05-10",True
"Claire","Butter",22,8,2020,"NJ",696,"2020-08-22",False
"Emily","Jelly",4,8,2016,"NJ",156,"2016-08-04",True
"Wally","Dates",14,9,2019,"NY",309,"2019-09-14",False
"Chae","Ice",11,10,2017,"PA",475,"2017-10-11",False
"Claire","Jelly",18,7,2018,"PA",638,"2018-07-18",False
"Helen","Butter",4,8,2019,"CT",706,"2019-08-04",True
"Claire","Butter",1,3,2018,"CT",519,"2018-03-01",True
"Helen","Jelly",22,12,2018,"PA",150,"2018-12-22",True
"Helen","Grapes",15,11,2020,"PA",753,"2020-11-15",False
"Chae","Jelly",14,5,2016,"NY",559,"2016-05-14",True
"Mia","Jelly",30,12,2018,"NY",295,"2018-12-30",False
"Claire","Dates",15,4,2016,"NJ",681,"2016-04-15",False
"Sam","Apple",23,10,2020,"NJ",507,"2020-10-23",True
"Chae","Cherry",14,4,2017,"CT",477,"2017-04-14",True
"Mia","Fish",15,11,2017,"CT",293,"2017-11-15",False
"Chae","Dates",25,8,2017,"NY",760,"2017-08-25",True
"Helen","Ham",1,2,2018,"CT",619,"2018-02-01",False
"Claire","Grapes",15,9,2016,"NJ",525,"2016-09-15",False
"Claire","Cherry",30,3,2019,"CT",392,"2019-03-30",False
"Claire","Grapes",17,3,2018,"NY",180,"2018-03-17",False
"Dan","Ham",30,11,2018,"PA",78,"2018-11-30",True
"Dan","Jelly",17,7,2019,"PA",744,"2019-07-17",True
"Mia","Grapes",1,4,2018,"PA",134,"2018-04-01",True
"Wally","Cherry",16,11,2019,"CT",957,"2019-11-16",False
"Dan","Ice",23,5,2020,"CT",702,"2020-05-23",False
"Claire","Dates",11,1,2017,"NJ",212,"2017-01-11",False
"Emily","Jelly",11,3,2016,"PA",131,"2016-03-11",True
"Mia","Ham",16,2,2017,"CT",147,"2017-02-16",True
"Chae","Fish",24,6,2019,"CT",179,"2019-06-24",False
"Sam","Apple",12,6,2019,"NY",393,"2019-06-12",False
"Wally","Ham",15,5,2020,"CT",377,"2020-05-15",True
"Wally","Butter",18,2,2019,"NY",397,"2019-02-18",False
"Wally","Butter",2,1,2016,"PA",904,"2016-01-02",False
"Wally","Eggs",7,1,2020,"NY",174,"2020-01-07",False
"Chae","Apple",26,12,2019,"PA",711,"2019-12-26",False
"Sam","Ham",9,6,2019,"PA",202,"2019-06-09",False
"Dan","Fish",20,4,2017,"CT",246,"2017-04-20",False
"Emily","Cherry",30,1,2018,"CT",410,"2018-01-30",True
"Chae","Jelly",23,11,2020,"NJ",853,"2020-11-23",True
"Boo","Grapes",13,6,2017,"NJ",32,"2017-06-13",False
"Wally","Grapes",30,7,2017,"NY",518,"2017-07-30",True
"Mia","Ham",11,10,2019,"CT",990,"2019-10-11",False
"Chae","Grapes",21,2,2018,"NJ",536,"2018-02-21",False
"Dan","Butter",17,1,2019,"PA",110,"2019-01-17",True
"Chae","Butter",12,11,2020,"PA",926,"2020-11-12",True
"Sam","Dates",2,8,2020,"NJ",310,"2020-08-02",False
"Sam","Ham",29,1,2016,"CT",939,"2016-01-29",True
"Emily","Ice",31,10,2019,"NJ",407,"2019-10-31",False
"Claire","Dates",14,3,2020,"NY",158,"2020-03-14",True
"Boo","Apple",18,2,2017,"NJ",922,"2017-02-18",False
"Emily","Jelly",15,6,2018,"NY",842,"2018-06-15",True
"Helen","Dates",25,11,2019,"NJ",896,"2019-11-25",True
"Claire","Ham",25,11,2019,"NY",37,"2019-11-25",False
"Chae","Ham",6,3,2018,"NJ",382,"2018-03-06",True
"Emily","Ham",2,2,2019,"NY",5,"2019-02-02",True
"Dan","Ham",25,9,2019,"PA",789,"2019-09-25",True
"Wally","Dates",29,12,2017,"NJ",492,"2017-12-29",True
"Claire","Fish",13,10,2019,"NY",478,"2019-10-13",True
"Boo","Ham",3,9,2017,"NY",148,"2017-09-03",False
"Chae","Ice",17,2,2017,"PA",730,"2017-02-17",True
"Boo","Dates",6,1,2017,"NY",324,"2017-01-06",True
"Emily","Butter",5,11,2016,"CT",42,"2016-11-05",False
"Chae","Apple",25,12,2016,"CT",872,"2016-12-25",True
"Dan","Dates",3,5,2019,"CT",847,"2019-05-03",True
"Emily","Apple",22,10,2017,"CT",74,"2017-10-22",False
"Chae","Ham",8,2,2016,"PA",339,"2016-02-08",True
"Chae","Ice",26,5,2018,"NJ",845,"2018-05-26",False
"Chae","Cherry",3,9,2019,"CT",266,"2019-09-03",False
"Chae","Fish",26,2,2020,"NJ",838,"2020-02-26",True
"Mia","Fish",7,8,2016,"PA",588,"2016-08-07",False
"Mia","Butter",6,12,2017,"PA",284,"2017-12-06",True
"Mia","Ham",12,3,2020,"PA",780,"2020-03-12",False
"Claire","Butter",12,10,2016,"PA",858,"2016-10-12",True
"Emily","Ham",25,4,2016,"NY",960,"2016-04-25",True
"Emily","Fish",24,12,2018,"NJ",229,"2018-12-24",True
"Boo","Apple",6,9,2016,"NJ",977,"2016-09-06",False
"Claire","Fish",22,4,2018,"CT",404,"2018-04-22",True
"Helen","Eggs",24,10,2020,"PA",1000,"2020-10-24",True
"Wally","Eggs",29,5,2017,"NY",425,"2017-05-29",True
"Helen","Ham",16,2,2016,"NY",228,"2016-02-16",True
"Helen","Butter",23,6,2020,"NY",44,"2020-06-23",False
"Sam","Ice",29,9,2019,"PA",657,"2019-09-29",False
"Wally","Dates",31,1,2016,"CT",678,"2016-01-31",False
"Boo","Cherry",7,11,2016,"NY",680,"2016-11-07",False
"Wally","Fish",26,3,2020,"PA",239,"2020-03-26",False
"Sam","Jelly",30,4,2020,"NY",754,"2020-04-30",False
"Claire","Dates",21,1,2017,"PA",753,"2017-01-21",False
"Chae","Cherry",26,4,2017,"NJ",309,"2017-04-26",False
"Sam","Eggs",5,2,2019,"NJ",713,"2019-02-05",False
"Mia","Jelly",28,8,2019,"CT",475,"2019-08-28",True
"Claire","Apple",11,2,2017,"NY",560,"2017-02-11",False
"Claire","Cherry",14,5,2019,"NJ",245,"2019-05-14",True
"Boo","Ham",29,5,2016,"PA",573,"2016-05-29",False
"Sam","Apple",3,11,2016,"NY",400,"2016-11-03",False
"Claire","Fish",1,9,2017,"NJ",670,"2017-09-01",True
"Chae","Grapes",9,2,2020,"NY",975,"2020-02-09",True
"Boo","Eggs",3,1,2016,"NY",278,"2016-01-03",False
"Dan","Apple",3,10,2019,"CT",601,"2019-10-03",False
